Photobug,580-19-1256,$1135758.17,5,4.5,Ipiales
Mycat,559-07-1446,$5975172.79,4,3.8,Zipaquira
Thoughtstorm,644-56-8747,$2987059.01,4,3.0,Cucuta
Zoomzone,456-82-5055,$7472694.61,5,2.9,Itagui
Wordify,771-50-7694,$263857.35,5,3.6,Manizales
Feedmix,239-11-3251,$299410.10,3,2.0,Girardot
Rhybox,536-68-4515,$8318051.00,5,2.6,Ocaña
Zoovu,682-31-4846,$2054705.92,4,3.5,Puerto Carreño
LiveZ,494-67-5128,$5708973.77,5,4.5,Villavicencio
Dynazzy,815-30-6081,$4703882.07,3,3.5,Buga
Kimia,567-11-4335,$4033543.05,1,2.5,Cali
Livetube,591-16-4179,$5757116.60,4,5.0,Buga
Dynabox,665-55-4357,$3536406.25,4,2.9,Soacha
Jabberbean,767-46-2846,$2668784.23,1,3.5,Ipiales
Dynava,229-29-7455,$3395663.18,4,3.7,Mocoa
Wikido,705-14-2962,$6171399.09,3,1.4,Valledupar
Devbug,345-74-8412,$9422480.75,5,1.8,Tulua
Innotype,418-79-7575,$6553539.12,4,3.5,Ocaña
Nlounge,514-44-3036,$7718429.45,3,2.5,Maicao
Yambee,795-03-9922,$3316541.54,5,2.6,Cucuta
Vinder,282-28-6996,$7683999.75,5,1.2,Riohacha
Camido,683-18-5426,$8399757.51,4,1.9,Ocaña
Ailane,394-09-4810,$3758070.24,2,2.8,Maicao
Jaxworks,546-49-3470,$2813766.68,4,3.0,Sincelejo Quibdo
Oloo,236-87-0658,$8324793.23,2,1.6,Yumbo
Kwinu,346-12-4389,$331869.22,4,5.0,Florencia
Eayo,347-07-5900,$760847.35,1,1.8,Cartagena
Kwimbee,232-82-3666,$2277316.25,4,2.7,Buenaventura
Quinu,351-44-7236,$7947300.36,4,1.3,Giron
Abata,123-56-0397,$8534336.18,3,1.7,Mompos
Jabberstorm,639-97-5697,$7097074.89,5,1.2,Palmira
Kazu,558-89-3944,$4645186.20,5,4.5,Itagui
Twimbo,173-36-2802,$2646051.89,3,3.1,Itagui
Dablist,362-79-9005,$4827546.13,2,1.2,Envigado
Shuffletag,637-24-9044,$218820.42,3,4.4,Ipiales
Meemm,270-94-2111,$4710486.39,4,1.4,Yumbo
Camimbo,512-45-4307,$9030800.07,5,1.1,Riohacha
Geba,638-95-1675,$5859111.73,2,4.5,Ipiales
Einti,794-06-5887,$9941781.00,5,1.8,Envigado
Gabtype,839-75-4162,$7195233.75,3,3.1,Manizales
Realmix,652-79-4856,$7915054.89,5,4.1,Valledupar
Topiczoom,426-87-4199,$6669712.23,2,4.1,Floridablanca
DabZ,590-37-1088,$9101901.97,2,3.9,Villavicencio
Blognation,754-18-9979,$8260693.64,4,4.6,Mocoa
Demivee,794-74-1106,$7474164.07,2,3.4,Zipaquira
Zoovu,463-30-7308,$6614564.50,1,1.2,Manizales
Livetube,163-65-4075,$765830.52,4,2.9,Jamundi
Talane,569-75-7921,$4828258.12,4,1.3,Cali
Mynte,162-99-7878,$631834.72,3,3.9,Pereira
Aimbo,427-51-0454,$8320173.21,3,4.7,Pasto
Twiyo,136-87-0075,$2365840.75,2,5.0,Soledad
Yamia,105-73-1902,$2490780.14,1,4.3,Envigado
Voonder,632-15-4948,$5362934.77,5,4.1,Puerto Carreño
Divavu,775-96-2458,$1494904.12,3,1.6,Ipiales
Dabfeed,496-42-7411,$718988.89,1,2.3,Monteria
Abata,454-41-5681,$7829505.95,1,1.3,Mocoa
Jabberbean,537-99-2410,$6881016.01,3,2.7,Ipiales
Brainverse,166-92-5822,$1802587.09,1,4.4,Giron
Quatz,733-32-3582,$4267837.07,1,2.9,Florencia
Yambee,636-24-1039,$4875662.04,1,3.7,Riohacha
Camido,519-84-5509,$4548017.46,2,3.3,Fusagasuga
Camimbo,763-56-6518,$7719970.56,5,2.9,Maicao
Yambee,555-16-9721,$8645187.61,3,4.7,Villavicencio
Photobug,589-19-7541,$7088353.16,4,4.6,Leticia
Bubblemix,327-88-3622,$5228071.59,3,2.5,El Aguila
Babbleopia,849-24-9262,$3902304.15,1,1.8,Buga
Flipbug,517-49-7787,$7516291.85,3,2.5,Soacha
Demizz,561-94-3748,$2154948.50,2,2.0,Tulua
Edgetag,261-31-6702,$8146023.86,3,4.6,Itagui
Quinu,766-26-3293,$3954659.23,3,2.2,Manizales
Photobug,757-52-4478,$1514489.36,4,2.1,Yumbo
Avavee,659-76-0341,$8121559.11,2,2.6,Tunja
Dablist,371-90-6856,$1725863.29,4,2.0,Giron
Devbug,151-08-4598,$5985015.94,5,1.3,Florencia
Plambee,145-82-0635,$5847945.95,5,4.5,Fusagasuga
Quire,377-97-1041,$9240010.15,5,2.3,Soacha
Tagchat,439-37-7923,$8092307.97,2,2.3,Mocoa
Agimba,619-68-2756,$725096.31,1,2.0,Soacha
Rooxo,364-91-4752,$8454810.68,2,3.1,Mocoa
Skilith,846-93-9709,$7939247.90,1,4.4,Florencia
Feedfire,399-27-7583,$8017005.53,3,4.2,Girardot
Blognation,123-03-9570,$2333328.88,3,3.6,Riohacha
Twitterbridge,307-31-4470,$6992242.08,2,5.0,Pereira
Devify,158-77-5859,$7796665.03,5,2.7,Riohacha
Devpulse,136-95-4897,$5044860.54,5,1.2,Cartagena
Feednation,639-12-4110,$3055211.81,3,1.7,Buenaventura
Jaxworks,437-94-8847,$8243466.28,4,3.6,Buga
Centizu,401-58-4013,$7160739.09,4,3.4,Puerto Carreño
Viva,513-35-4852,$2717523.75,4,2.6,Medellin
Pixope,343-10-6641,$9284513.53,1,2.5,Santa Marta
Realfire,754-96-0927,$2925983.87,1,1.3,Armenia
Rhyzio,688-36-1135,$1773221.71,3,2.9,Envigado
Jaxworks,583-40-5180,$4527146.68,1,2.0,Mompos
Digitube,564-06-4895,$4729460.67,3,3.7,Duitama
Jatri,278-65-8529,$3629204.86,4,3.4,Bogota
Yozio,324-06-1141,$9176647.81,4,3.4,Armenia
Tagcat,313-71-5895,$5021366.39,1,3.9,Buenaventura
Bubbletube,614-90-6823,$236197.62,4,1.2,Manizales
Centimia,756-18-3283,$7583660.75,3,3.8,Manizales
Eare,215-17-2897,$5642186.88,2,3.7,Barrancabermeja
Zoonoodle,822-69-4737,$5023427.31,1,4.8,Itagui
Linkbridge,634-85-5800,$243011.67,4,3.4,Buenaventura
Riffwire,461-18-6843,$8686597.37,5,3.9,Manizales
Feedfish,704-81-1858,$6981048.32,3,4.5,Florencia
Centizu,869-38-4825,$7945214.63,1,3.9,Cucuta
Gabtype,662-88-0037,$1493601.91,3,1.0,Girardot
Divavu,740-01-6820,$4741827.51,1,1.7,Cartagena
Centizu,236-46-8358,$1874385.94,5,1.7,Roldanillo
Layo,433-37-9403,$1909896.11,3,1.6,Tulua
Skidoo,535-59-7031,$1937444.08,1,2.8,Envigado
Eidel,159-25-1975,$4782424.74,4,1.5,Santa Marta
Voomm,569-20-1327,$7524383.37,3,1.2,Bogota
Wordify,877-34-6901,$9908120.12,4,4.7,Buga
Twinte,226-88-8210,$7610635.62,5,3.6,Zipaquira
Flashset,577-03-9738,$4954744.72,3,3.6,Soacha
Voomm,502-21-4762,$661423.03,3,2.0,Bogota
Twinte,184-83-8142,$2326631.88,5,1.4,Leticia
Livefish,855-05-1886,$7746469.47,3,1.2,Pasto
Kazu,464-18-6535,$8912839.36,4,4.2,Mompos
Skimia,262-98-2875,$4881253.06,5,4.0,Riohacha
Wordpedia,703-46-7575,$7776955.12,3,4.9,Girardot
Voonte,313-24-4153,$1658989.70,4,2.6,Ipiales
Babblestorm,762-07-8202,$3286578.43,3,1.1,Bello
Jabbercube,165-28-9676,$5805211.73,5,1.8,Yumbo
Dabvine,828-45-1381,$8387697.26,3,1.7,Mompos
Dynava,819-27-7783,$2553797.62,5,2.4,Mocoa
Babbleopia,296-36-0320,$3774784.27,5,3.6,Manizales
Thoughtstorm,399-98-2104,$8266854.87,5,3.6,Monteria
Topiclounge,463-01-8799,$7394781.27,3,3.6,Manizales
Vinte,715-74-5204,$8085285.68,1,2.7,Soledad
Brightbean,565-95-7729,$2457137.88,3,2.5,Maicao
Katz,378-25-4944,$411782.84,3,2.6,Yumbo
Edgeblab,895-69-9462,$5563054.13,3,3.2,Leticia
Gabvine,617-05-5257,$671204.73,1,4.3,Zipaquira
Aimbu,406-52-6398,$4868614.83,2,4.3,Pasto
Photobug,268-76-2865,$1184918.00,2,2.6,Riohacha
Minyx,306-80-8250,$8844447.40,4,2.8,Jamundi
Jayo,418-19-8297,$3711922.99,5,2.4,Cucuta
Pixoboo,173-23-5850,$8582342.45,2,3.3,Cartagena
Mymm,679-27-6076,$2362826.69,1,1.2,Pereira
Wikido,786-50-4323,$8596887.81,5,3.8,Giron
Browsezoom,801-56-8753,$4377847.83,3,1.4,Sincelejo Quibdo
Oozz,870-63-1230,$4792177.22,2,1.5,Maicao
Browsebug,178-37-0390,$9805592.31,4,4.6,Floridablanca
Abata,843-44-7486,$6938714.20,4,1.3,Pasto
Fatz,551-87-5734,$7669904.66,3,3.0,El Aguila
Babbleopia,586-29-3660,$2578993.17,4,3.9,Barranquilla
Browsecat,372-19-5743,$6986180.19,4,3.0,Villavicencio
Devshare,115-59-1035,$207436.04,3,2.4,Santa Marta
Eimbee,768-17-1193,$8037751.22,4,2.6,Monteria
Skajo,679-38-3571,$9795410.30,1,2.8,Bogota
Aimbu,547-48-5075,$5600789.88,4,4.8,Armenia
Voomm,749-55-0927,$5781565.79,1,2.9,Valledupar
Demivee,136-30-6656,$3391416.80,5,1.9,Popayan
Kazio,415-93-6415,$1708977.12,4,4.0,Girardot
Meejo,432-33-5234,$5967415.76,5,4.9,Buenaventura
Meejo,866-80-2840,$9125896.90,1,4.3,Zipaquira
Fatz,480-59-1267,$369251.59,2,2.2,Cartagena
Photofeed,619-83-7072,$6987849.27,4,2.1,El Aguila
Brightdog,677-34-2304,$5249001.42,2,4.6,Zipaquira
Rhyzio,435-74-4774,$8214360.46,5,3.7,Roldanillo
Zava,383-35-0463,$6138657.44,2,4.8,Girardot
Mycat,841-59-7175,$3453558.13,4,3.1,Bellavista
Riffpath,671-44-2040,$9141663.88,5,2.0,Armenia
Yodo,220-91-0044,$3938891.26,1,4.7,Ibague
Feedbug,697-03-4752,$1929281.15,5,3.9,Envigado
Yabox,509-17-8023,$5699304.24,3,1.4,Palmira
Dabjam,121-12-3958,$1638279.01,4,2.4,Armenia
Zoozzy,623-78-4263,$4708542.91,4,4.4,Buenaventura
Bubblebox,804-87-5531,$5005927.36,1,3.8,Fusagasuga
Divavu,234-04-7562,$7056387.86,2,2.5,Tumaco
Dazzlesphere,175-14-1916,$9128473.20,4,2.8,Leticia
Rhyzio,559-02-1744,$3715527.26,2,1.3,Ibague
Topiclounge,631-74-2104,$3423572.56,3,3.2,Medellin
Trunyx,882-13-0497,$2370346.76,2,3.9,Tumaco
Brainsphere,764-67-1918,$7868413.06,5,2.3,Cartagena
Flashpoint,772-55-3320,$5626276.89,4,4.8,Riohacha
Photobug,182-30-2971,$2771188.72,3,3.9,Envigado
Skiptube,345-91-3646,$2911799.11,2,1.3,Popayan
Digitube,694-77-9340,$3087603.79,1,2.1,Tunja
Photobug,468-81-3068,$4075988.92,4,4.2,Envigado
Zoombox,747-37-0266,$5254399.41,5,1.8,Soacha
Quire,632-50-1890,$4950252.67,1,4.7,Barrancabermeja
Eamia,685-12-0541,$4206464.12,2,3.9,Roldanillo
Flashspan,644-89-3640,$322595.70,2,1.7,Zipaquira
Kamba,875-64-9464,$4175873.71,5,1.5,Tunja
Twinder,672-95-6264,$614520.40,2,3.5,Maicao
Twimbo,329-49-1394,$5544007.41,3,4.5,Sincelejo Quibdo
Wikido,635-69-8345,$6067677.56,4,1.9,Florencia
Rhynoodle,530-20-7105,$2515748.63,5,2.8,Leticia
Rooxo,410-48-0376,$2232313.62,2,3.9,Barrancabermeja
Kazu,152-08-0531,$2530644.37,1,2.3,Buenaventura
Topiczoom,619-97-3906,$3771047.05,2,3.0,Florencia
Voomm,382-25-8137,$9131463.53,1,3.9,Buenaventura
Layo,355-31-8388,$9596654.22,5,2.8,Cartagena
Gigazoom,515-09-7132,$4492162.61,4,1.7,Pasto
Blogtag,758-18-3266,$1831352.15,4,4.0,Barrancabermeja
Edgepulse,743-65-8419,$3708806.19,3,2.0,Barranquilla
Devify,288-96-4211,$6886320.90,3,3.5,Floridablanca
Browseblab,548-92-5077,$838839.19,5,4.1,Santa Marta
Digitube,601-55-4688,$3593505.57,4,1.6,Valledupar
Dabtype,357-04-9433,$8536887.47,3,1.2,Florencia
Twitternation,844-90-7119,$9646100.09,3,1.4,Zipaquira
Trudeo,493-09-8280,$177685.61,2,1.0,Ibague
Meemm,769-35-6310,$8625656.31,2,4.3,Girardot
Jaxnation,831-89-6532,$1672539.42,3,1.2,Neiva
Vimbo,467-86-1476,$6458616.27,1,2.3,Giron
Feedfish,229-25-9141,$8987812.11,4,3.0,Yumbo
Ailane,160-45-7917,$1299741.15,4,2.6,Florencia
Reallinks,254-53-5035,$9612872.43,2,3.6,Sincelejo Quibdo
Skyble,257-45-2354,$6125766.62,2,4.1,Yopal
Realfire,426-23-7730,$9382219.88,3,2.6,Zipaquira
Jetwire,103-05-3602,$3444994.83,5,3.9,Valledupar
Thoughtstorm,463-51-9522,$941394.60,2,3.6,Zipaquira
Bubbletube,636-14-1941,$8217134.53,1,1.7,Maicao
Skippad,505-58-1760,$5499923.07,4,3.3,Ibague
Yamia,730-84-5185,$6223223.72,5,2.3,Popayan
Thoughtsphere,781-67-5954,$473394.24,2,2.1,Cali
Voomm,230-68-1572,$8240524.42,1,3.8,Leticia
Wikivu,767-12-6112,$5584321.17,5,2.0,Leticia
Yamia,474-58-9224,$7680510.94,1,4.3,Barranquilla
Innotype,461-46-7582,$7730292.02,2,1.1,Giron
Devpulse,179-74-4491,$1872591.72,1,1.6,Tumaco
Zoonder,572-22-6961,$5227453.34,5,1.6,Bucaramanga
Mymm,523-84-3170,$3092564.71,1,1.5,Neiva
Skinte,108-59-1531,$904087.96,1,2.1,Ocaña
Skiba,345-46-9021,$1908819.26,2,1.6,Villavicencio
Tavu,213-11-6412,$1140641.49,4,3.9,Bogota
Skinix,788-32-7838,$1428575.73,2,4.2,Yopal
Zoomzone,157-29-4783,$8348314.70,1,3.6,Villavicencio
Youspan,255-33-4374,$4489349.10,5,3.9,Bogota
Avaveo,372-49-8461,$3581381.55,4,2.1,Jamundi
Rhynyx,629-83-6479,$5125571.94,3,4.4,Ocaña
Vinte,297-43-2533,$7486483.52,3,4.2,Barranquilla
Thoughtbeat,409-86-8562,$5448282.94,1,4.8,Valledupar
Gigaclub,182-23-0199,$3632368.35,4,2.8,Popayan
Babbleset,108-19-1801,$4237397.35,2,4.0,Puerto Carreño
Mynte,354-64-1507,$9257088.05,2,3.8,Palmira
BlogXS,174-09-0552,$9143686.97,3,1.6,Duitama
Twitterbeat,247-66-8117,$6408767.96,2,4.9,Tunja
Zava,244-56-0577,$1472641.64,3,1.6,El Aguila
Voomm,695-53-1095,$4510192.03,2,3.7,Envigado
Gigaclub,612-95-0696,$8837925.14,1,4.3,Zipaquira
Gabtune,858-35-6421,$4006866.55,3,2.6,Pereira
Linktype,873-50-3791,$9193733.49,5,1.5,Giron
Avaveo,633-13-6177,$7684523.63,3,4.0,Soacha
Omba,817-34-8462,$7381644.80,1,3.1,Itagui
Layo,281-92-8536,$7944639.49,2,5.0,El Aguila
Mymm,433-56-7009,$9962237.42,5,5.0,Itagui
Avaveo,562-17-3776,$724447.12,4,1.6,Puerto Carreño
Rhyloo,770-90-3793,$5851139.76,3,1.4,Barrancabermeja
Tagpad,399-44-6839,$6977219.99,2,4.3,Popayan
Pixope,332-90-6705,$9398806.07,1,2.8,Cali
Agivu,813-62-9247,$1391663.16,3,1.3,Jamundi
Rhynyx,225-05-3385,$6771623.66,1,2.0,Barranquilla
Browsebug,130-85-0208,$1785985.09,3,1.2,Soacha
Mudo,250-05-4399,$1577159.44,4,4.6,Ipiales
Trilia,730-93-4620,$8857940.74,4,2.7,Bellavista
Jabberbean,386-38-0699,$8654100.00,2,1.3,Girardot
Lazz,466-79-3290,$9379067.25,4,1.6,Itagui
Quire,570-43-2668,$4421356.78,2,3.9,Itagui
Voomm,381-50-5776,$1821425.27,3,3.7,Riohacha
Roomm,643-08-8385,$3481708.89,2,5.0,Cartagena
Zoonoodle,450-38-7332,$618564.70,2,1.6,Ocaña
Mydo,341-15-5000,$3434309.99,3,4.2,Itagui
Voolia,613-21-1527,$8152297.68,4,3.8,Bello
Quimba,167-43-1974,$5689303.31,3,4.0,Ibague
Quamba,123-77-9595,$3961540.75,4,2.4,Soledad
Meeveo,439-18-4125,$3214724.52,4,3.9,Mompos
Brainverse,431-69-3877,$8075439.60,3,2.2,Bucaramanga
Voonix,475-04-4915,$6867947.01,5,2.7,Cali
Mynte,107-77-4220,$3786907.24,2,4.4,Soacha
Kwinu,438-58-8100,$2081817.65,5,1.4,Medellin
Photobean,601-59-2744,$3386572.35,4,1.2,Puerto Carreño
Zoomlounge,797-88-4099,$9749404.63,3,4.4,Zipaquira
Twitterlist,356-68-7598,$2256731.53,3,3.3,Buenaventura
Tagpad,242-36-2280,$8444203.33,2,3.5,Monteria
Gabtune,355-73-3040,$7649906.26,5,3.7,Tunja
Leexo,834-90-1908,$2134127.55,2,3.5,Giron
Chatterbridge,899-20-7898,$7002787.39,4,1.9,Popayan
Twitterwire,497-92-7215,$8607389.38,3,3.6,Soledad
Oyondu,313-26-6116,$955893.18,3,4.5,Girardot
Ailane,487-99-9513,$2102854.62,5,4.1,Florencia
Innotype,575-83-7525,$1664211.73,5,1.5,Valledupar
Fanoodle,851-67-5102,$2933749.12,3,2.9,Ocaña
Agivu,601-11-3637,$8902238.84,4,5.0,Ipiales
Ozu,378-19-0668,$4733318.75,4,4.4,Giron
Kwideo,609-64-4394,$2856268.19,2,2.8,Medellin
Livetube,374-89-2687,$4327870.66,4,4.2,Ocaña
Blognation,854-03-1889,$7847208.28,1,1.9,Yumbo
Vinder,648-64-8762,$1354547.73,1,2.5,Envigado
Zoozzy,157-68-4680,$6026215.80,3,2.5,Sincelejo Quibdo
Riffpath,751-32-8023,$549626.31,4,2.6,Florencia
Jabbercube,788-70-5875,$9375521.52,2,4.6,Puerto Carreño
Zoomlounge,594-51-0097,$3366551.83,2,4.1,Leticia
Edgeify,810-34-6811,$716461.11,2,4.3,Tunja
Browseblab,873-27-1989,$4847862.75,5,2.1,Jamundi
Skyba,465-07-8185,$5249929.41,2,4.2,Jamundi
Yoveo,578-16-3998,$4241876.34,4,1.5,Ibague
Quimm,176-03-7375,$4202775.80,5,2.3,Soledad
Divape,817-78-2606,$4488031.17,2,3.1,Villavicencio
Pixope,653-94-3151,$794700.80,4,4.8,Buenaventura
Mynte,852-50-9940,$2123694.37,3,2.6,Jamundi
Demizz,865-96-9859,$6686217.91,2,2.7,Bello
Thoughtsphere,278-05-1937,$1745111.69,3,3.1,Pasto
Skaboo,490-29-5479,$298974.38,5,3.1,Mompos
Zoozzy,108-84-3176,$2985956.12,5,1.0,Ocaña
Skinix,808-65-9751,$7791021.92,2,3.2,Giron
Reallinks,453-30-2698,$6351841.03,4,3.6,Zipaquira
Vidoo,207-19-7200,$3961934.27,5,4.7,Sincelejo Quibdo
Shufflester,598-49-3445,$7849023.38,4,4.2,Cucuta
Oyondu,380-62-1384,$5444538.55,4,3.8,Puerto Carreño
Camido,381-51-1913,$3768705.80,2,2.8,Bogota
Brainverse,591-53-8287,$7483295.86,3,3.1,Santa Marta
Skimia,200-34-3722,$7064958.05,3,3.8,Zipaquira
Meezzy,470-03-3733,$6421186.54,3,1.7,Puerto Carreño
Mynte,736-34-8276,$8761090.21,4,2.9,Cartagena
Vinte,389-24-0636,$8225061.48,4,4.9,Yumbo
Thoughtblab,303-57-3168,$9624791.21,2,1.2,Neiva
Abatz,196-05-1888,$3771540.93,3,4.9,Duitama
Oba,337-19-2507,$3225809.07,1,4.4,Armenia
Gabtune,541-82-5686,$1943301.83,3,4.2,Zipaquira
Devpulse,869-77-6831,$1927114.69,1,3.6,Pereira
Roomm,803-78-3387,$2028045.68,4,3.8,Girardot
Youtags,135-88-4857,$631151.86,3,3.6,Giron
Wikizz,143-44-2346,$3190690.10,2,4.9,Valledupar
Babbleopia,341-97-3587,$9948208.68,3,2.9,Barrancabermeja
Riffwire,230-22-2507,$2521901.68,4,2.3,Soacha
Yacero,273-15-6066,$1918351.12,3,3.0,Cucuta
Plajo,630-77-6495,$3046906.90,2,4.1,Itagui
Yabox,488-86-8597,$1898310.46,3,4.9,Cartagena
Youbridge,788-02-8363,$6223737.57,3,2.1,Soacha
Dynazzy,218-99-0691,$2319602.65,3,2.0,Villavicencio
Demimbu,114-41-4104,$1681386.03,4,1.2,Popayan
Tagfeed,477-38-5587,$6613043.84,3,1.3,Sincelejo Quibdo
Topiczoom,331-42-6470,$9629216.33,3,2.6,Monteria
Leenti,640-43-3278,$2739722.51,2,3.0,Ocaña
Meezzy,547-87-4405,$4613032.98,4,4.2,Buga
Demivee,459-37-6977,$641683.76,5,3.6,Zipaquira
Dazzlesphere,677-21-5105,$8011247.61,5,4.0,Roldanillo
Edgeblab,738-44-7892,$5604333.15,2,4.7,Riohacha
InnoZ,599-91-9286,$4959146.43,1,1.3,Popayan
Yadel,242-68-7888,$1855355.81,1,2.1,Buga
Yotz,870-37-4464,$7291820.17,3,4.5,Bello
Latz,887-28-6135,$8090820.87,2,4.4,Yumbo
Cogibox,628-94-5846,$6089469.55,3,4.7,Palmira
Livefish,648-49-3094,$1602170.70,3,2.0,Bello
Zoomcast,571-36-7374,$6096314.02,1,1.9,Maicao
Youfeed,600-97-2827,$8630453.75,1,1.2,Ibague
Jaxnation,624-13-9034,$9901646.66,3,2.1,Soledad
Mybuzz,497-64-6147,$3980321.64,2,4.0,Medellin
Talane,819-23-8424,$2593181.64,4,1.4,Floridablanca
Quimba,807-93-5563,$8163902.06,3,1.9,Yopal
Tagfeed,669-65-4604,$6673412.48,1,1.9,Bogota
Brainlounge,274-84-5355,$6416533.20,4,3.0,Tunja
Divanoodle,677-78-4523,$2402173.80,3,4.9,Girardot
Meeveo,391-30-6909,$342809.96,5,4.2,Tunja
Oyoba,106-45-2543,$229877.25,5,4.2,Santa Marta
Rhycero,161-59-9490,$9147429.95,2,2.0,Duitama
LiveZ,119-47-6130,$9524581.94,3,3.4,Roldanillo
Vimbo,637-84-1556,$9011680.27,3,4.4,Jamundi
Kimia,816-38-4123,$1302476.88,1,2.3,Bogota
Flipbug,632-60-6335,$2655841.86,4,3.6,Pereira
Talane,800-33-9110,$7120083.90,4,1.0,Yopal
Skidoo,851-82-0504,$4435260.72,5,4.4,Armenia
Leenti,617-84-7630,$2661900.82,1,1.3,Monteria
Eare,488-79-6323,$3748208.27,3,2.6,Mompos
Fiveclub,107-37-4790,$9756108.84,2,2.9,Cali
Oodoo,836-35-4996,$1730213.08,3,4.2,Duitama
Voomm,487-44-6562,$2560770.03,2,4.8,Envigado
Skimia,850-78-5130,$7071025.23,4,1.7,Itagui
Skivee,277-29-4058,$6724249.80,2,3.6,Zipaquira
Realcube,844-56-1209,$6068850.37,3,4.5,Bello
Blognation,131-06-7012,$6194503.23,4,2.4,Palmira
Einti,307-37-0354,$5263121.10,1,4.3,Mocoa
Wikivu,819-17-1580,$6522854.74,3,4.4,Floridablanca
Wikizz,277-11-1497,$6823042.65,4,4.3,Zipaquira
Quatz,100-65-5485,$8719339.39,4,3.8,Pasto
Myworks,371-96-0760,$205143.11,5,1.3,Bucaramanga
Oyonder,264-84-7179,$2414066.21,5,1.4,Villavicencio
Meembee,593-55-4483,$8816579.90,2,4.9,Cartagena
Devshare,100-64-5006,$5581466.04,5,1.7,Itagui
DabZ,768-09-7155,$7526840.61,1,4.7,Mompos
Agimba,804-02-3286,$1662861.26,4,2.2,Tunja
Yata,252-47-3673,$1111898.54,4,4.0,Floridablanca
Yacero,844-95-3555,$5305905.74,3,1.3,Fusagasuga
Demizz,867-82-8232,$9958036.31,1,3.3,Pasto
Fiveclub,358-64-7345,$4372740.97,2,2.0,Riohacha
LiveZ,643-38-3364,$9968192.16,2,1.0,Bellavista
Buzzshare,862-30-7276,$2530889.58,5,1.5,Villavicencio
Mymm,573-20-5749,$7857506.39,5,3.3,Girardot
Brainbox,835-20-4622,$7565100.10,3,3.8,Fusagasuga
Nlounge,359-35-0138,$7406761.89,2,1.5,Jamundi
Abata,832-56-3437,$8386158.43,2,1.5,Buenaventura
Shufflebeat,339-01-2355,$5653872.50,5,1.6,Jamundi
Thoughtmix,217-14-8821,$4321491.87,3,3.2,Yumbo
Trilia,202-19-1634,$2897710.87,1,2.1,Cartagena
Zoomzone,682-14-6778,$1687362.00,2,4.3,Ocaña
Oyope,184-80-2934,$7748195.18,3,3.1,Villavicencio
Babblestorm,218-84-0911,$9546269.77,2,3.5,Mompos
Pixonyx,466-60-6315,$6044710.81,4,3.0,Fusagasuga
Meembee,288-10-5210,$3441522.93,2,1.4,Tulua
Myworks,459-06-6894,$5476586.53,3,1.7,Pereira
Oozz,537-56-9991,$9167206.79,3,2.4,Cartagena
Abatz,278-39-4296,$4416968.58,2,2.8,Palmira
Jabbersphere,862-66-3025,$7331465.81,1,1.6,Bucaramanga
Jabbersphere,450-07-8909,$2225733.74,5,2.3,Floridablanca
Skilith,188-15-1418,$4050457.32,2,1.1,Cartagena
Roombo,576-11-2943,$3585778.59,5,2.4,Villavicencio
Zoomlounge,865-69-6041,$5213319.14,4,4.5,Roldanillo
BlogXS,195-79-9993,$3292976.38,2,1.6,Ocaña
Topicware,266-70-3524,$2659118.36,2,2.4,Tulua
Kazio,819-04-9476,$8999910.04,2,1.5,Bello
Geba,243-67-7375,$3892177.25,1,1.3,Envigado
Gevee,440-31-6019,$412199.16,3,3.8,Valledupar
Wikizz,451-30-4923,$3309778.93,5,4.1,Pereira
Vitz,202-65-8082,$6836881.30,5,4.3,Tulua
Camido,324-53-0087,$3714707.34,3,2.3,Sincelejo Quibdo
Quatz,757-90-1898,$2215228.66,4,3.1,Armenia
Fivespan,793-13-1590,$8104463.66,4,4.9,Bellavista
Topiclounge,877-88-2687,$6015445.74,1,1.2,Buenaventura
Yodoo,731-81-5197,$610342.50,1,2.6,Bellavista
Gigashots,374-46-9810,$7755512.80,2,1.6,Roldanillo
Flashset,355-12-2880,$1975972.75,3,2.3,Ipiales
Skyndu,684-58-6448,$1936288.54,5,1.2,Mocoa
Flipopia,602-45-9915,$1338937.26,3,1.4,Yumbo
Browsezoom,575-78-0572,$1089672.62,2,2.6,Bogota
Janyx,874-75-1828,$4965532.92,2,1.5,Tumaco
Lajo,839-08-1308,$5974296.11,5,2.4,Itagui
Viva,234-08-9107,$2210909.21,4,3.5,Floridablanca
Wordware,359-78-2531,$2462011.03,3,3.5,Buenaventura
Dabtype,680-07-9293,$4288551.84,1,2.2,Puerto Carreño
Latz,226-95-0395,$7427928.71,4,4.5,Soledad
Yodo,150-02-8795,$8809080.66,1,4.3,Cali
Photojam,190-99-4357,$3820279.34,5,1.3,Florencia
Topicblab,558-31-0232,$9444109.87,5,4.2,Roldanillo
Divanoodle,563-87-5292,$6412225.67,4,2.6,Bello
Gigashots,203-75-2938,$8124523.44,2,2.3,Giron
Topicshots,861-50-5859,$9894583.70,2,2.2,Maicao
Gigashots,613-21-6121,$6821618.58,3,3.1,Maicao
Eamia,650-22-0974,$4805598.32,2,4.9,Barrancabermeja
Skyvu,593-57-0836,$7797066.76,2,1.2,Roldanillo
Zoonoodle,623-83-6795,$7289300.07,1,2.0,Palmira
Tazzy,858-37-6559,$3763984.32,3,1.9,Pasto
Linklinks,194-26-1721,$2392569.91,5,3.2,Fusagasuga
